text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail,language_style
National Cyber Cell se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,200,medium,False,hinglish
Ji haan suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,125,medium,False,hinglish
Aap sun rahe hain na? Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,238,high,True,hinglish
"Madam ek minute Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,70,low,False,hinglish
Sir ek minute suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,138,high,True,hinglish
Ji haan suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,148,medium,False,hinglish
"Hello ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,87,low,False,hinglish
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,67,low,False,hinglish
ACP Sharma bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,162,high,True,hinglish
Ji namaskar Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,148,medium,False,hinglish
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,aadhaar,other_scammer,104,medium,False,hinglish
"Inspector Rajesh Kumar bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,121,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,226,medium,False,hinglish
Hello ma'am Cab 3 minute mein pahunch raha hai.,0,none,friend,90,low,False,hinglish
"Delhi Police se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,105,medium,False,hinglish
Ji namaskar Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,174,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,198,medium,False,hinglish
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,67,low,False,hinglish
Hello sir Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,208,high,False,hinglish
Madam ek minute Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,60,low,False,hinglish
CBI se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,212,medium,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,68,low,False,hinglish
Ji namaskar Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,112,high,True,hinglish
"Hello sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,29,low,False,hinglish
Hello ma'am Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,133,medium,False,hinglish
"Namaste ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,25,low,False,hinglish
Hello ma'am Project ka review meeting kal 4 baje hai kya?,0,none,family,82,low,False,hinglish
Namaste ma'am Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,107,high,False,hinglish
Hello ji Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,63,medium,False,hinglish
"Inspector Rajesh Kumar bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,138,medium,False,hinglish
"Sir ek minute suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,16,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,28,low,False,hinglish
Namaste ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,92,high,True,hinglish
Ji haan suniye Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,77,low,False,hinglish
Ji haan suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,92,medium,False,hinglish
Cyber Crime Department se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,127,medium,False,hinglish
Cyber Crime Department se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,223,high,True,hinglish
Hello sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,94,high,True,hinglish
Hello ma'am Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,244,high,True,hinglish
Aap sun rahe hain na? Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,117,high,False,hinglish
National Cyber Cell se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,187,medium,False,hinglish
Special Investigation Team se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,other_scammer,126,medium,False,hinglish
"National Cyber Cell se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,147,medium,False,hinglish
Namaste sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,135,medium,False,hinglish
"Ji namaskar Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,149,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,amazon,other_scammer,112,medium,False,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,86,low,False,hinglish
"Dhyan se suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,135,medium,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,doctor_clinic,95,low,False,hinglish
Madam ek minute Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,137,medium,False,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,30,low,False,hinglish
"Sir ek minute suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,other_scammer,57,medium,False,hinglish
Namaste sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,66,low,False,hinglish
Hello sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,140,high,False,hinglish
Crime Branch se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,180,medium,False,hinglish
Hello ji Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,201,medium,False,hinglish
"Namaste sir School fees ki last date kal hai, payment kar dena.",0,none,family,72,low,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,60,low,False,hinglish
Ji haan suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,200,medium,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,60,medium,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,235,high,True,hinglish
Namaste sir Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,150,high,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,family,50,low,False,hinglish
"Namaste ma'am Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,84,low,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,58,low,False,hinglish
Crime Branch se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,117,high,True,hinglish
"Hello sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,143,medium,False,hinglish
"Namaste ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,67,low,False,hinglish
Namaste ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,82,low,False,hinglish
ACP Sharma bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,192,high,True,hinglish
Hello sir Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,235,high,False,hinglish
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,lottery,other_scammer,142,medium,False,hinglish
Sir ek minute suniye Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,51,low,False,hinglish
Hello ji Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,97,medium,False,hinglish
"Madam ek minute Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,74,low,False,hinglish
Aap sun rahe hain na? Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,150,medium,False,hinglish
Madam ek minute Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,113,high,True,hinglish
Hello ma'am Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,24,low,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,friend,91,low,False,hinglish
"Police headquarters se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,143,medium,False,hinglish
Namaste sir Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,249,high,True,hinglish
Hello ji Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,245,medium,False,hinglish
"Hello sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,friend,51,low,False,hinglish
Ji namaskar Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,aadhaar,other_scammer,100,medium,False,hinglish
Delhi Police se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,198,medium,False,hinglish
Hello sir Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,92,low,False,hinglish
Ji namaskar Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,219,high,True,hinglish
Sir ek minute suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,167,high,True,hinglish
Madam ek minute Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,166,medium,False,hinglish
Special Investigation Team se bol raha hoon. Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,159,high,True,hinglish
Ji namaskar Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,244,high,False,hinglish
"Namaste ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,111,medium,False,hinglish
"Hello sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,129,medium,False,hinglish
"Hello ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,58,low,False,hinglish
Namaste ma'am Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,201,medium,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,81,low,False,hinglish
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,76,low,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,50,low,False,hinglish
Cyber Crime Department se bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,200,medium,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,family,84,low,False,hinglish
ACP Sharma bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,103,medium,False,hinglish
Ji namaskar National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,128,medium,False,hinglish
Hello sir Cab 3 minute mein pahunch raha hai.,0,none,doctor_clinic,56,low,False,hinglish
Hello sir Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,156,high,True,hinglish
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,49,low,False,hinglish
"Hello ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,office_colleague,32,low,False,hinglish
Ji haan suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,228,high,True,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,23,low,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,48,low,False,hinglish
"Hello sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,78,low,False,hinglish
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,30,low,False,hinglish
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,21,low,False,hinglish
Dhyan se suniye Cab 3 minute mein pahunch raha hai.,0,none,delivery_agent,28,low,False,hinglish
Ji namaskar Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,63,medium,False,hinglish
"Hello sir Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,53,low,False,hinglish
Special Investigation Team se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,199,medium,False,hinglish
